Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Source_File
2013-02-01,69.3588850174216,803.7909407665505,424.58188153310107,111.68989547038328,441.6898954703833,309.9024390243902,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-03-01,83.91232876712328,777.5972602739726,503.9369863013698,143.6986301369863,490.17534246575343,417.1342465753424,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-04-01,108.19280205655528,724.9562982005141,563.1182519280205,182.8611825192802,369.146529562982,417.6760925449872,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-05-01,107.69074492099324,684.234762979684,570.9029345372461,185.43566591422123,378.36794582392776,446.5056433408578,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-06-01,102.1288888888889,678.7111111111111,564.8244444444445,149.35555555555555,507.0244444444445,502.24888888888887,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-07-01,103.87668161434978,680.4282511210762,565.3094170403588,153.4798206278027,455.5470852017937,466.4865470852018,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-08-01,100.9132530120482,683.2867469879518,540.8240963855421,151.76626506024095,453.0915662650602,445.7734939759036,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-09-01,77.98637602179836,728.9373297002725,494.6021798365123,108.53678474114442,514.58310626703,402.8256130790191,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-10-01,61.33235294117648,774.3882352941176,424.6941176470588,109.55588235294118,495.48823529411766,341.3970588235294,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-11-01,54.8936170212766,792.145390070922,356.7588652482269,90.12765957446808,530.4219858156029,296.5177304964539,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2013-12-01,51.37275985663082,777.3727598566309,307.01075268817203,92.93548387096774,459.0358422939068,251.6272401433692,monthly_daylight_avg_623099_40.01_-99.74_2013.csv
2014-01-01,52.21694915254237,781.9322033898305,329.271186440678,98.90508474576272,412.6576271186441,252.31525423728812,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-02-01,69.7132867132867,818.548951048951,430.55594405594405,112.83566433566432,399.6958041958042,294.4020979020979,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
