Date,Temperature (F),Price ($/Mcf),Imports (MMcf),Production (MMcf),Solar Generation (1000 MWh),Consumption (MMcf),Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Natural Gas Generation (1000 MWh),Natural Gas Avg Cost ($/Mcf)
1982-04-01,,,71591.0,,,,,,,,,,,
1982-05-01,,,65324.0,,,,,,,,,,,
1982-06-01,,,61213.0,,,,,,,,,,,
1982-07-01,,,66839.0,,,,,,,,,,,
1982-08-01,,,60809.0,,,,,,,,,,,
1982-09-01,,,65515.0,,,,,,,,,,,
1982-10-01,,,76522.0,,,,,,,,,,,
1982-11-01,,,90532.0,,,,,,,,,,,
1982-12-01,,,109928.0,,,,,,,,,,,
1983-01-01,,,112108.0,,,,,,,,,,,
1983-02-01,,,94673.0,,,,,,,,,,,
1983-03-01,,,85912.0,,,,,,,,,,,
1983-04-01,,,73644.0,,,,,,,,,,,
1983-05-01,,,61135.0,,,,,,,,,,,
1983-06-01,,,58866.0,,,,,,,,,,,
1983-07-01,,,58094.0,,,,,,,,,,,
1983-08-01,,,55511.0,,,,,,,,,,,
1983-09-01,,,66866.0,,,,,,,,,,,
1983-10-01,,,64236.0,,,,,,,,,,,
1983-11-01,,,80498.0,,,,,,,,,,,
1983-12-01,,,106865.0,,,,,,,,,,,
1984-01-01,,,97339.0,,,,,,,,,,,
1984-02-01,,,68900.0,,,,,,,,,,,
1984-03-01,,,69161.0,,,,,,,,,,,
1984-04-01,,,71215.0,,,,,,,,,,,
1984-05-01,,,65967.0,,,,,,,,,,,
1984-06-01,,,59292.0,,,,,,,,,,,
1984-07-01,,,55459.0,,,,,,,,,,,
1984-08-01,,,54104.0,,,,,,,,,,,
1984-09-01,,,56831.0,,,,,,,,,,,
1984-10-01,,,65822.0,,,,,,,,,,,
1984-11-01,,,84502.0,,,,,,,,,,,
1984-12-01,,,94469.0,,,,,,,,,,,
1985-01-01,,,103893.0,,,,,,,,,,,
1985-02-01,,,99497.0,,,,,,,,,,,
1985-03-01,,,89554.0,,,,,,,,,,,
1985-04-01,,,75513.0,,,,,,,,,,,
1985-05-01,,,73439.0,,,,,,,,,,,
1985-06-01,,,65422.0,,,,,,,,,,,
1985-07-01,,,59497.0,,,,,,,,,,,
1985-08-01,,,60519.0,,,,,,,,,,,
1985-09-01,,,63268.0,,,,,,,,,,,
1985-10-01,,,75802.0,,,,,,,,,,,
1985-11-01,,,77078.0,,,,,,,,,,,
1985-12-01,,,106233.0,,,,,,,,,,,
1986-01-01,,,99415.0,,,,,,,,,,,
1986-02-01,,,74182.0,,,,,,,,,,,
1986-03-01,,,54684.0,,,,,,,,,,,
1986-04-01,,,42512.0,,,,,,,,,,,
1986-05-01,,,52179.0,,,,,,,,,,,
1986-06-01,,,44427.0,,,,,,,,,,,
1986-07-01,,,48382.0,,,,,,,,,,,
1986-08-01,,,50580.0,,,,,,,,,,,
1986-09-01,,,54479.0,,,,,,,,,,,
1986-10-01,,,68628.0,,,,,,,,,,,
1986-11-01,,,70483.0,,,,,,,,,,,
1986-12-01,,,90497.0,,,,,,,,,,,
1987-01-01,,,100779.0,,,,,,,,,,,
1987-02-01,,,83911.0,,,,,,,,,,,
1987-03-01,,,85778.0,,,,,,,,,,,
1987-04-01,,,68486.0,,,,,,,,,,,
1987-05-01,,,61422.0,,,,,,,,,,,
1987-06-01,,,57709.0,,,,,,,,,,,
1987-07-01,,,66211.0,,,,,,,,,,,
1987-08-01,,,74702.0,,,,,,,,,,,
1987-09-01,,,72837.0,,,,,,,,,,,
1987-10-01,,,93094.0,,,,,,,,,,,
1987-11-01,,,107092.0,,,,,,,,,,,
1987-12-01,,,120510.0,,,,,,,,,,,
1988-01-01,,,137865.0,,,,,,,,,,,
1988-02-01,,,116223.0,,,,,,,,,,,
1988-03-01,,,111816.0,,,,,,,,,,,
1988-04-01,,,94722.0,,,,,,,,,,,
1988-05-01,,,93370.0,,,,,,,,,,,
1988-06-01,,,93165.0,,,,,,,,,,,
1988-07-01,,,99844.0,,,,,,,,,,,
1988-08-01,,,95434.0,,,,,,,,,,,
1988-09-01,,,95861.0,,,,,,,,,,,
1988-10-01,,,106884.0,,,,,,,,,,,
1988-11-01,,,120685.0,,,,,,,,,,,
1988-12-01,,,127943.0,,,,,,,,,,,
1989-01-01,,1.72,119269.0,,,,,,,,,,,
1989-02-01,,1.88,110218.0,,,,,,,,,,,
1989-03-01,,1.81,113196.0,,,,,,,,,,,
1989-04-01,,1.73,110335.0,,,,,,,,,,,
1989-05-01,,1.76,107980.0,,,,,,,,,,,
1989-06-01,,1.81,103706.0,,,,,,,,,,,
1989-07-01,,1.75,101486.0,,,,,,,,,,,
1989-08-01,,1.77,107770.0,,,,,,,,,,,
1989-09-01,,1.77,116763.0,,,,,,,,,,,
1989-10-01,,1.78,122663.0,,,,,,,,,,,
1989-11-01,,1.91,123159.0,,,,,,,,,,,
1989-12-01,,1.99,144973.0,,,,,,,,,,,
1990-01-01,52.02,2.12,140176.0,71222.0,,,,,,,,,,
1990-02-01,52.65,2.1,117576.0,63446.0,,,,,,,,,,
1990-03-01,52.82,1.99,115979.0,67309.0,,,,,,,,,,
1990-04-01,52.79,1.82,123360.0,63584.0,,,,,,,,,,
1990-05-01,52.66,1.79,122917.0,64522.0,,,,,,,,,,
1990-06-01,52.83,1.79,117009.0,62741.0,,,,,,,,,,
1990-07-01,52.76,1.83,119686.0,63793.0,,,,,,,,,,
1990-08-01,52.84,1.78,118485.0,64038.0,,,,,,,,,,
1990-09-01,53.11,1.8,119523.0,61352.0,,,,,,,,,,
1990-10-01,53.08,1.84,141974.0,66714.0,,,,,,,,,,
1990-11-01,53.24,2.12,139691.0,66590.0,,,,,,,,,,
1990-12-01,53.5,2.13,155884.0,68807.0,,,,,,,,,,
1991-01-01,52.92,2.11,163448.0,75926.0,,,,,,,,,,
1991-02-01,53.18,1.92,137998.0,66808.0,,,,,,,,,,
1991-03-01,53.06,1.86,151487.0,72368.0,,,,,,,,,,
1991-04-01,53.06,1.79,143955.0,68963.0,,,,,,,,,,
1991-05-01,53.32,1.74,141292.0,68537.0,,,,,,,,,,
1991-06-01,53.22,1.72,133264.0,65327.0,,,,,,,,,,
1991-07-01,53.28,1.68,134859.0,65977.0,,,,,,,,,,
1991-08-01,53.34,1.6,127139.0,66242.0,,,,,,,,,,
1991-09-01,53.13,1.67,133934.0,65932.0,,,,,,,,,,
1991-10-01,53.2,1.8,156635.0,71176.0,,,,,,,,,,
1991-11-01,52.74,1.91,168718.0,72047.0,,,,,,,,,,
1991-12-01,53.15,1.98,180585.0,75333.0,,,,,,,,,,
1992-01-01,53.49,1.98,164636.0,77495.0,,,,,,,,,,
1992-02-01,53.48,1.68,175243.0,68345.0,,,,,,,,,,
1992-03-01,53.59,1.65,180482.0,72098.0,,,,,,,,,,
1992-04-01,53.59,1.63,176146.0,70738.0,,,,,,,,,,
1992-05-01,53.53,1.66,174312.0,72558.0,,,,,,,,,,
1992-06-01,53.39,1.77,162249.0,70593.0,,,,,,,,,,
1992-07-01,53.17,1.7,167216.0,72863.0,,,,,,,,,,
1992-08-01,52.91,1.83,174733.0,70933.0,,,,,,,,,,
1992-09-01,52.89,1.96,166117.0,70252.0,,,,,,,,,,
1992-10-01,52.87,2.22,176466.0,74907.0,,,,,,,,,,
1992-11-01,52.92,1.96,210479.0,73974.0,,,,,,,,,,
1992-12-01,52.59,2.13,209426.0,77148.0,,,,,,,,,,
1993-01-01,52.33,2.07,200070.0,76949.0,,,,,,,,,,
1993-02-01,51.61,1.89,190711.0,69154.0,,,,,,,,,,
1993-03-01,51.37,1.94,204415.0,75940.0,,,,,,,,,,
1993-04-01,51.15,2.03,188666.0,72025.0,,,,,,,,,,
1993-05-01,51.13,2.17,171307.0,73225.0,,,,,,,,,,
1993-06-01,51.11,1.98,182364.0,70758.0,,,,,,,,,,
1993-07-01,51.19,1.92,194581.0,72273.0,,,,,,,,,,
1993-08-01,51.36,1.97,197322.0,73149.0,,,,,,,,,,
1993-09-01,51.25,2.09,194027.0,71713.0,,,,,,,,,,
1993-10-01,51.12,1.93,192222.0,75679.0,,,,,,,,,,
1993-11-01,51.04,2.07,209619.0,75901.0,,,,,,,,,,
1993-12-01,51.25,2.27,224811.0,79690.0,,,,,,,,,,
1994-01-01,51.15,2.11,240895.0,76219.0,,,,,,,,,,
1994-02-01,51.21,2.24,198661.0,68299.0,,,,,,,,,,
1994-03-01,51.44,2.21,222858.0,76464.0,,,,,,,,,,
1994-04-01,51.67,1.96,211749.0,72668.0,,,,,,,,,,
1994-05-01,51.65,1.94,206131.0,75217.0,,,,,,,,,,
1994-06-01,51.97,1.77,200582.0,71775.0,,,,,,,,,,
1994-07-01,52.09,1.82,221166.0,74361.0,,,,,,,,,,
1994-08-01,52.12,1.76,218879.0,74682.0,,,,,,,,,,
1994-09-01,52.3,1.66,209996.0,70902.0,,,,,,,,,,
1994-10-01,52.41,1.54,221627.0,73646.0,,,,,,,,,,
1994-11-01,52.69,1.71,225819.0,75715.0,,,,,,,,,,
1994-12-01,52.85,1.72,245477.0,78552.0,,,,,,,,,,
1995-01-01,53.17,1.6,253335.0,78028.0,,,,,,,,,,
1995-02-01,53.62,1.46,235977.0,69592.0,,,,,,,,,,
1995-03-01,53.53,1.4,250349.0,77239.0,,,,,,,,,,
1995-04-01,53.26,1.37,231745.0,74655.0,,,,,,,,,,
1995-05-01,53.09,1.46,228259.0,76727.0,,,,,,,,,,
1995-06-01,52.8,1.47,217456.0,73856.0,,,,,,,,,,
1995-07-01,52.8,1.4,222652.0,76298.0,,,,,,,,,,
1995-08-01,52.97,1.34,236891.0,75774.0,,,,,,,,,,
1995-09-01,52.9,1.43,227708.0,73570.0,,,,,,,,,,
1995-10-01,52.92,1.48,236003.0,74938.0,,,,,,,,,,
1995-11-01,52.88,1.61,236344.0,77113.0,,,,,,,,,,
1995-12-01,52.65,1.8,264329.0,80005.0,,,,,,,,,,
1996-01-01,52.36,2.09,263615.0,80747.0,,,,,,,,,,
1996-02-01,52.22,1.95,233756.0,76304.0,,,,,,,,,,
1996-03-01,51.86,1.92,241526.0,80810.0,,,,,,,,,,
1996-04-01,51.97,1.87,236857.0,79646.0,,,,,,,,,,
1996-05-01,52.16,1.72,252158.0,81085.0,,,,,,,,,,
1996-06-01,52.36,1.7,226587.0,78907.0,,,,,,,,,,
1996-07-01,52.36,1.84,236864.0,80795.0,,,,,,,,,,
1996-08-01,52.21,1.8,237858.0,81039.0,,,,,,,,,,
1996-09-01,52.1,1.62,237500.0,78236.0,,,,,,,,,,
1996-10-01,52.04,1.71,247520.0,80141.0,,,,,,,,,,
1996-11-01,51.84,2.26,251807.0,79310.0,,,,,,,,,,
1996-12-01,51.88,3.0,271366.0,81158.0,,,,,,,,,,
1997-01-01,51.9,3.26,278288.0,82487.0,,,,,,,,,,
1997-02-01,51.93,2.52,240545.0,74737.0,,,,,,,,,,
1997-03-01,52.4,1.72,256985.0,82980.0,,,,,,,,,,
1997-04-01,52.17,1.67,238178.0,79089.0,,,,,,,,,,
1997-05-01,52.04,1.83,241732.0,82110.0,,,,,,,,,,
1997-06-01,51.91,1.88,232118.0,77766.0,,,,,,,,,,
1997-07-01,51.87,1.84,235593.0,80784.0,,,,,,,,,,
1997-08-01,51.82,1.83,244684.0,80631.0,,,,,,,,,,
1997-09-01,52.06,2.01,239486.0,78779.0,,,,,,,,,,
1997-10-01,52.08,2.33,251758.0,81426.0,,,,,,,,,,
1997-11-01,52.19,2.72,272091.0,78875.0,,,,,,,,,,
1997-12-01,52.19,2.19,262716.0,80320.0,,,,,,,,,,
1998-01-01,52.61,2.08,286278.0,81776.0,,,53.70169491525424,765.5966101694916,326.1796610169491,99.07457627118644,353.06101694915253,223.6338983050848,,
1998-02-01,52.83,1.94,251052.0,72789.0,,,66.50699300699301,788.5594405594405,414.75174825174827,120.25524475524476,354.1468531468532,272.3286713286713,,
1998-03-01,52.56,1.98,263032.0,81256.0,,,83.55890410958904,776.3342465753425,500.66301369863015,141.2164383561644,375.31780821917806,347.1123287671233,,
1998-04-01,52.82,2.04,253161.0,78464.0,,,94.08997429305911,764.3650385604113,567.5167095115681,161.0745501285347,435.53727506426736,430.6426735218509,,
1998-05-01,53.08,2.02,252310.0,81365.0,,,100.4153498871332,708.6523702031602,576.0902934537246,155.09255079006772,498.6591422121896,496.87133182844246,,
1998-06-01,53.06,1.88,243442.0,77993.0,,,85.39333333333333,736.0911111111111,581.86,124.52444444444444,540.1466666666666,493.7111111111111,,
1998-07-01,53.25,1.97,266319.0,79435.0,,,100.57174887892376,685.5179372197309,565.0336322869955,157.52242152466368,414.2937219730942,441.5134529147982,,
1998-08-01,53.44,1.82,274809.0,79987.0,,,92.9471153846154,710.6418269230769,547.5721153846154,139.23317307692307,524.9903846153846,472.3245192307692,,
1998-09-01,53.65,1.68,262142.0,72613.0,,,80.0679347826087,731.1114130434783,498.0625,111.07608695652172,558.0516304347826,430.5217391304348,,
1998-10-01,53.75,1.93,266063.0,78353.0,,,63.94705882352941,760.4147058823529,422.5911764705882,105.54117647058824,489.7617647058824,335.1029411764706,,
1998-11-01,54.09,2.12,258033.0,75915.0,,,60.21631205673759,760.0354609929078,351.5354609929078,92.58156028368796,384.6595744680851,240.2624113475177,,
1998-12-01,54.22,2.16,275417.0,77837.0,,,50.54838709677419,781.6129032258065,307.3440860215054,90.85663082437276,456.89964157706095,243.69175627240145,,
1999-01-01,54.12,2.03,310790.0,83943.0,,,56.30847457627119,746.2101694915254,321.81694915254235,107.69152542372882,323.6745762711864,222.4067796610169,,
1999-02-01,54.18,1.93,286412.0,75668.0,,,58.52097902097902,825.56993006993,419.85664335664336,109.1993006993007,519.5174825174826,347.65034965034965,,
1999-03-01,54.3,1.8,301610.0,83765.0,,,82.5095890410959,773.6520547945205,499.4082191780822,135.16712328767125,465.45753424657534,393.786301369863,,
1999-04-01,54.34,1.85,271387.0,80026.0,,,99.34190231362469,744.0951156812339,561.4113110539846,167.64781491002572,378.9562982005141,396.61439588688944,,
1999-05-01,54.14,2.17,291454.0,81530.0,,,94.7607223476298,726.3363431151241,578.8848758465011,172.91873589164786,421.4808126410835,454.1602708803612,,
1999-06-01,54.16,2.13,279096.0,79587.0,,,93.80222222222224,701.3488888888888,569.9955555555556,163.5688888888889,421.1688888888889,451.1311111111111,,
1999-07-01,54.06,2.18,296422.0,81898.0,,,84.97986577181209,725.9418344519015,572.317673378076,128.71140939597316,565.5391498881431,518.0917225950783,,
1999-08-01,53.97,2.39,312081.0,81723.0,,,88.39182692307692,718.3605769230769,548.3052884615385,124.5673076923077,557.9206730769231,484.8725961538461,,
1999-09-01,53.58,2.63,302414.0,79100.0,,,80.4375,740.3994565217391,503.875,125.10597826086956,535.2989130434783,430.9945652173913,,
1999-10-01,53.55,2.5,304637.0,81968.0,,,59.35588235294118,794.1558823529411,431.9941176470588,88.99117647058823,630.5882352941177,393.00882352941176,,
1999-11-01,53.82,2.85,305152.0,80580.0,,,50.69257950530035,804.6819787985866,358.5901060070672,94.03886925795052,532.3286219081272,306.0247349823322,,
1999-12-01,53.87,2.34,324050.0,82829.0,,,47.354838709677416,779.6559139784946,303.3082437275985,92.27956989247312,424.1075268817205,236.3548387096774,,
2000-01-01,53.85,2.44,325897.0,85910.0,,,53.70169491525424,764.6271186440678,324.6,117.39322033898306,312.7864406779661,232.7322033898305,,
2000-02-01,53.87,2.6,300107.0,79131.0,,,63.62587412587413,814.5034965034965,420.02797202797206,136.34965034965035,369.27272727272725,297.7762237762238,,
2000-03-01,54.14,2.61,306596.0,86597.0,,,84.94535519125684,756.0081967213115,494.0327868852459,154.13114754098362,393.224043715847,375.4016393442623,,
2000-04-01,54.23,2.86,294016.0,81880.0,,,108.65128205128204,723.2923076923076,561.5717948717949,166.9820512820513,508.2923076923077,485.26153846153846,,
2000-05-01,54.48,3.05,287793.0,85065.0,,,110.4785553047404,684.9006772009029,572.6546275395034,155.95033860045146,460.23024830699774,472.4379232505643,,
2000-06-01,54.54,3.87,296046.0,83031.0,,,93.92222222222222,708.3111111111111,575.1844444444445,136.61555555555557,536.6444444444444,510.3733333333333,,
2000-07-01,54.51,3.94,322285.0,85770.0,,,100.70403587443946,690.4170403587444,568.9417040358744,136.57399103139014,550.3811659192825,513.2107623318385,,
2000-08-01,54.6,3.62,318308.0,86418.0,,,104.22650602409638,678.9783132530121,543.2265060240964,150.57590361445784,520.3493975903615,494.9060240963855,,
2000-09-01,54.7,4.15,304843.0,83627.0,,,78.21525885558583,746.8964577656676,503.7983651226158,112.10626702997276,588.3405994550409,449.40871934604905,,
2000-10-01,54.73,5.16,324527.0,87989.0,,,66.95588235294117,750.7411764705882,421.08529411764704,112.2470588235294,454.8735294117647,330.9764705882353,,
2000-11-01,53.89,4.86,329759.0,83708.0,,,62.85106382978724,783.8617021276596,362.145390070922,99.24113475177305,496.4148936170213,290.47163120567376,,
2000-12-01,53.25,7.35,371425.0,86405.0,,,57.681003584229394,749.7168458781362,305.80286738351253,100.05017921146954,406.26881720430106,231.99283154121864,,
2001-01-01,53.07,9.47,373077.0,81309.0,6.5,340292.0,57.42033898305085,763.6542372881356,329.3762711864407,96.8135593220339,438.4372881355932,252.542372881356,42388.663,
2001-02-01,52.58,6.45,328289.0,73394.0,12.568,312843.0,85.08362369337979,769.2891986062717,426.4076655052265,136.66202090592336,309.219512195122,269.64459930313586,37966.927,
2001-03-01,52.2,5.42,358103.0,81936.0,31.498,362843.0,85.67671232876712,761.0493150684931,497.5753424657534,152.39178082191782,360.1232876712329,346.05753424657536,44364.414,
2001-04-01,52.25,5.35,318573.0,78994.0,38.759,384494.0,108.59897172236504,715.413881748072,558.4575835475579,147.24935732647816,498.586118251928,470.3316195372751,45842.746,
2001-05-01,52.22,4.95,321878.0,81769.0,81.053,433923.0,104.02257336343116,694.8329571106095,572.1783295711061,174.02031602708803,386.6568848758465,437.9638826185102,50934.205,
2001-06-01,52.24,3.94,317414.0,78171.0,91.143,492819.0,98.0,693.0977777777778,570.6533333333333,136.1888888888889,515.7266666666667,496.3022222222222,57603.154,
2001-07-01,52.29,3.17,364571.0,80565.0,91.994,634425.0,101.30044843049328,684.1390134529148,564.2264573991031,153.2443946188341,513.5784753363229,514.9865470852018,73030.142,
2001-08-01,52.31,3.14,353338.0,80570.0,85.299,686753.0,95.6843373493976,705.2795180722892,547.9469879518073,136.65301204819278,565.3180722891566,504.1783132530121,78409.804,
2001-09-01,52.32,2.63,314864.0,78316.0,64.803,510262.0,86.32152588555859,710.3542234332425,494.61035422343326,110.84196185286105,537.7874659400545,418.2125340599455,60181.14,
2001-10-01,52.26,2.14,326114.0,81502.0,20.813,466080.0,61.43529411764706,778.4470588235295,426.3558823529412,95.89411764705882,591.7235294117647,379.8205882352941,56376.441,
2001-11-01,53.04,2.95,291044.0,77513.0,14.289,350549.0,57.02127659574468,774.9574468085107,353.57092198581563,102.33687943262412,460.68794326241135,282.06382978723406,44490.622,
2001-12-01,53.68,2.68,309673.0,79944.0,4.036,367018.0,46.727598566308245,794.516129032258,307.3405017921147,76.12903225806451,584.68458781362,271.0537634408602,47540.861,
2002-01-01,53.94,2.73,343481.0,81851.0,11.32,381434.0,49.78983050847457,790.457627118644,329.1254237288136,99.5864406779661,462.78983050847455,263.7016949152542,48412.832,
2002-02-01,54.14,2.32,305917.0,73293.0,23.565,344243.0,67.0979020979021,824.7657342657343,428.7552447552448,125.58391608391608,532.3881118881119,357.46853146853147,44308.431,
2002-03-01,53.98,2.61,332596.0,81886.0,44.397,406516.0,77.53972602739726,795.5013698630137,503.8876712328767,133.46849315068494,493.83561643835617,403.4849315068493,51214.464,
2002-04-01,54.02,3.27,315116.0,79130.0,45.858,404384.0,102.82776349614396,733.73264781491,561.7634961439588,157.59897172236504,472.05655526992285,454.81748071979433,49146.409,
2002-05-01,53.72,3.25,319404.0,82357.0,57.64,410108.0,106.51693002257336,695.9638826185102,574.8058690744921,162.0857787810384,476.7336343115124,484.1467268623025,50275.237,
2002-06-01,53.86,3.08,318002.0,79340.0,95.543,550941.0,115.17777777777778,649.8177777777778,561.4733333333334,160.70444444444445,485.0933333333333,500.1155555555556,65631.018,
2002-07-01,53.97,2.84,344641.0,82739.0,85.537,733887.0,96.53914988814316,703.7785234899329,572.3624161073825,135.86800894854585,578.6845637583892,528.34451901566,83917.269,
2002-08-01,53.85,2.7,356013.0,81062.0,74.925,717592.0,114.57932692307692,653.8870192307693,540.2548076923077,172.55528846153845,453.22836538461536,473.1225961538461,84476.867,
2002-09-01,53.95,3.06,335594.0,76665.0,52.608,568699.0,84.79076086956522,719.0516304347826,497.2907608695652,134.25271739130434,513.0217391304348,430.1902173913044,68161.131,
2002-10-01,53.74,3.56,343427.0,78459.0,30.956,442357.0,71.30294117647058,743.9088235294117,424.8411764705882,119.18823529411765,407.5029411764706,311.04411764705884,54200.82,
2002-11-01,53.28,4.04,330544.0,78651.0,28.175,351612.0,54.88297872340426,784.5709219858156,355.2269503546099,92.1418439716312,553.5070921985815,305.0,45160.876,
2002-12-01,53.2,4.2,370729.0,81559.0,4.307,360123.0,50.9820788530466,770.4587813620071,304.4336917562724,88.72043010752688,514.4014336917563,262.0358422939068,46100.393,
2003-01-01,53.06,4.89,359168.0,74131.0,13.21701,382443.0,54.78983050847457,759.2508474576272,324.3491525423729,99.61016949152544,432.03389830508473,253.84406779661012,50175.746,
2003-02-01,52.76,5.71,308804.0,67398.0,17.83027,334698.0,72.22027972027972,797.5454545454545,424.0314685314685,144.52447552447552,331.8916083916084,294.458041958042,43546.573,
2003-03-01,53.07,7.61,324364.0,76260.0,50.02709,361243.0,81.58082191780822,769.3232876712328,495.5479452054794,144.2054794520548,447.68219178082194,394.958904109589,46699.026,
2003-04-01,52.94,5.0,314655.0,73020.0,60.309,352164.0,112.39845758354755,708.879177377892,556.8894601542416,144.96401028277634,382.1105398457584,378.1928020565553,45195.383,
2003-05-01,53.08,5.04,325157.0,74560.0,67.962,394021.0,107.15124153498871,688.5778781038375,570.9097065462754,160.99322799097067,424.9345372460497,452.7223476297968,49372.963,
2003-06-01,52.84,5.53,306878.0,72202.0,90.682,435598.0,107.63555555555556,665.2044444444444,564.2844444444445,171.38222222222225,415.0844444444445,460.56888888888886,54452.951,
2003-07-01,52.81,5.11,340532.0,73101.0,62.407,630270.0,102.82774049217002,689.2102908277404,570.5570469798657,144.2304250559284,560.1096196868009,530.4586129753915,76938.278,
2003-08-01,52.96,4.54,331628.0,74586.0,61.992,683513.0,105.57932692307692,677.0072115384615,543.1225961538462,155.17548076923077,484.53125,475.1298076923077,83249.694,
2003-09-01,52.8,4.67,320676.0,71858.0,55.857,468510.0,80.59510869565217,738.7798913043479,503.1114130434783,119.78532608695652,562.804347826087,444.9891304347826,59089.943,
2003-10-01,53.19,4.48,331005.0,74303.0,35.436,408817.0,58.88269794721408,783.0,426.9208211143695,108.89442815249268,542.0439882697947,369.46041055718473,51824.169,
2003-11-01,53.23,4.51,316721.0,71036.0,14.031,348129.0,58.886925795053,769.583038869258,354.60070671378094,106.16254416961132,377.6466431095407,254.35335689045937,45327.919,
2003-12-01,53.24,5.08,364161.0,73361.0,4.251,335810.0,50.69534050179212,772.8602150537635,304.8673835125448,99.18279569892474,349.00716845878134,214.1290322580645,44034.895,
2004-01-01,53.04,5.98,373195.0,79493.0,12.60957,361401.0,56.14237288135593,763.3898305084746,326.8677966101695,97.135593220339,401.48474576271184,239.79322033898305,48253.37213,
2004-02-01,53.1,5.67,345930.0,73656.0,10.86173,373466.0,72.74825174825175,800.5769230769231,424.8006993006993,128.82167832167832,379.86713286713285,299.17832167832165,50319.87478,
2004-03-01,53.45,5.15,348992.0,80004.0,52.92945,375203.0,75.62021857923497,781.2349726775956,496.1748633879781,131.22677595628414,490.4781420765027,405.1475409836066,49801.1869,
2004-04-01,53.51,5.21,325105.0,77348.0,56.90189,389328.0,110.9102564102564,709.3564102564103,558.6666666666666,157.37435897435898,419.9923076923077,426.9948717948718,51821.98826,
2004-05-01,53.59,5.63,326541.0,78534.0,81.77573,485114.0,104.74943566591422,693.4063205417607,572.8690744920993,171.94356659142213,425.36794582392776,466.93227990970655,62021.80807,
2004-06-01,53.59,6.06,341934.0,76867.0,87.876,508140.0,103.57333333333334,673.5822222222222,565.9044444444445,165.78222222222223,410.5622222222222,450.5288888888889,64685.66904,
2004-07-01,53.38,5.75,374651.0,79212.0,82.10253,626401.0,97.29820627802692,695.5336322869955,568.1838565022422,140.11434977578477,479.890134529148,474.0986547085202,79290.02224,
2004-08-01,53.01,5.62,360244.0,78529.0,72.846,612571.0,89.08674698795181,725.0602409638554,552.3542168674699,150.4120481927711,528.4240963855422,488.710843373494,77820.68835,
2004-09-01,53.06,4.96,344621.0,73605.0,60.63169,529440.0,82.23433242506812,722.4986376021799,496.0653950953678,110.1934604904632,550.6376021798366,432.5422343324251,67853.99334,
2004-10-01,52.97,5.38,335533.0,76930.0,33.52109,439841.0,62.46176470588235,762.5441176470588,419.9382352941177,113.43823529411765,427.3735294117647,316.23823529411766,57228.81399,
2004-11-01,53.1,6.98,368685.0,75188.0,15.34157,376169.0,57.833333333333336,768.6205673758865,352.1276595744681,97.55673758865248,370.8368794326241,244.59574468085103,49693.03398,
2004-12-01,53.08,6.96,413128.0,77235.0,7.75776,386690.0,48.8494623655914,781.5698924731183,305.4731182795699,95.7347670250896,462.2974910394265,250.42652329749103,51309.56547,
2005-01-01,53.34,6.3,405016.0,75608.0,8.66754,384710.0,59.4222972972973,741.3277027027027,324.27702702702703,95.35810810810813,277.2533783783784,192.65878378378372,51337.62707,
2005-02-01,53.7,6.14,356495.0,69384.0,13.08154,330547.0,65.31010452961672,806.0766550522648,420.9268292682927,106.62717770034844,421.6376306620209,296.2229965156794,44912.61665,
2005-03-01,53.28,6.24,379650.0,78140.0,38.15709,386309.0,74.41643835616438,793.2712328767124,500.5479452054794,148.0849315068493,376.6931506849315,353.52054794520546,51896.97271,
2005-04-01,53.24,6.92,326147.0,74771.0,58.26325,390358.0,108.7866323907455,717.7480719794345,559.7352185089974,172.08740359897172,409.7120822622108,426.46272493573264,52016.28598,
2005-05-01,53.05,6.58,333997.0,76506.0,81.15271,422978.0,104.24153498871333,698.4424379232505,574.1241534988714,163.99097065462755,455.0880361173815,476.7923250564334,54826.00402,
2005-06-01,53.14,6.35,321710.0,74638.0,88.47625,594137.0,107.06,665.1044444444444,562.7622222222222,145.32,497.08,488.5933333333333,75635.49254,
2005-07-01,53.34,6.82,386093.0,75365.0,72.32901,777000.0,98.97309417040358,697.2914798206278,570.9686098654709,131.03811659192826,561.993273542601,515.8497757847533,96819.41031,
2005-08-01,53.59,7.5,351805.0,74994.0,75.84548,791293.0,95.26746987951807,701.1349397590361,545.633734939759,149.95421686746988,462.5421686746988,446.05542168674697,100786.65435,
2005-09-01,53.74,9.96,345907.0,64876.0,61.1077,577543.0,85.77929155313352,708.0817438692098,493.40054495912807,120.34877384196186,558.2016348773842,447.9727520435968,73355.48269,
2005-10-01,53.74,11.99,366305.0,68335.0,37.66515,434692.0,61.94705882352941,769.7735294117647,422.8,102.09411764705882,525.5764705882353,352.0911764705882,55940.88089,
2005-11-01,53.82,11.31,359387.0,70131.0,12.7552,373351.0,53.79432624113476,790.968085106383,355.43617021276594,105.7872340425532,439.1595744680851,276.9255319148936,49440.22594,
2005-12-01,53.63,10.91,408522.0,73749.0,2.79342,406226.0,55.59498207885304,766.7204301075269,308.1362007168459,92.99283154121864,338.2939068100358,204.9390681003584,53992.60122,
2006-01-01,54.09,10.11,360316.0,75204.0,12.9353,318364.0,50.40338983050847,776.728813559322,325.7559322033898,99.16949152542372,452.9186440677966,265.1457627118644,43806.92078,
