Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2002-01-01,49.78983050847457,790.457627118644,329.1254237288136,99.5864406779661,462.78983050847455,263.7016949152542
2002-02-01,67.0979020979021,824.7657342657343,428.75524475524475,125.58391608391608,532.3881118881119,357.46853146853147
2002-03-01,77.53972602739726,795.5013698630137,503.8876712328767,133.46849315068494,493.83561643835617,403.4849315068493
2002-04-01,102.82776349614396,733.73264781491,561.7634961439588,157.59897172236504,472.05655526992285,454.81748071979433
2002-05-01,106.51693002257336,695.9638826185102,574.8058690744921,162.08577878103839,476.7336343115124,484.1467268623025
2002-06-01,115.17777777777778,649.8177777777778,561.4733333333334,160.70444444444445,485.0933333333333,500.11555555555555
2002-07-01,96.53914988814317,703.7785234899329,572.3624161073825,135.86800894854585,578.6845637583892,528.34451901566
2002-08-01,114.57932692307692,653.8870192307693,540.2548076923077,172.55528846153845,453.22836538461536,473.12259615384613
2002-09-01,84.79076086956522,719.0516304347826,497.2907608695652,134.25271739130434,513.0217391304348,430.1902173913044
2002-10-01,71.30294117647058,743.9088235294117,424.8411764705882,119.18823529411765,407.5029411764706,311.04411764705884
2002-11-01,54.88297872340426,784.5709219858156,355.2269503546099,92.1418439716312,553.5070921985815,305.0
2002-12-01,50.982078853046595,770.4587813620071,304.4336917562724,88.72043010752688,514.4014336917563,262.0358422939068
