Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2001-01-01,57.42033898305085,763.6542372881356,329.3762711864407,96.8135593220339,438.43728813559323,252.54237288135593
2001-02-01,85.08362369337979,769.2891986062717,426.4076655052265,136.66202090592336,309.219512195122,269.64459930313586
2001-03-01,85.67671232876712,761.0493150684931,497.5753424657534,152.39178082191782,360.1232876712329,346.05753424657536
2001-04-01,108.59897172236504,715.413881748072,558.4575835475579,147.24935732647816,498.58611825192804,470.33161953727506
2001-05-01,104.02257336343115,694.8329571106095,572.1783295711061,174.02031602708803,386.6568848758465,437.9638826185102
2001-06-01,98.0,693.0977777777778,570.6533333333333,136.1888888888889,515.7266666666667,496.3022222222222
2001-07-01,101.30044843049328,684.1390134529148,564.2264573991031,153.2443946188341,513.5784753363229,514.9865470852018
2001-08-01,95.6843373493976,705.2795180722892,547.9469879518073,136.65301204819278,565.3180722891566,504.17831325301205
2001-09-01,86.32152588555859,710.3542234332425,494.61035422343326,110.84196185286103,537.7874659400545,418.2125340599455
2001-10-01,61.43529411764706,778.4470588235295,426.3558823529412,95.89411764705882,591.7235294117647,379.8205882352941
2001-11-01,57.02127659574468,774.9574468085107,353.57092198581563,102.33687943262412,460.68794326241135,282.06382978723406
2001-12-01,46.727598566308245,794.516129032258,307.3405017921147,76.12903225806451,584.68458781362,271.0537634408602
