Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2003-01-01,54.78983050847457,759.2508474576272,324.3491525423729,99.61016949152543,432.03389830508473,253.84406779661018
2003-02-01,72.22027972027972,797.5454545454545,424.03146853146853,144.52447552447552,331.8916083916084,294.458041958042
2003-03-01,81.58082191780822,769.3232876712328,495.54794520547944,144.2054794520548,447.68219178082194,394.958904109589
2003-04-01,112.39845758354755,708.879177377892,556.8894601542416,144.96401028277634,382.11053984575835,378.19280205655525
2003-05-01,107.15124153498871,688.5778781038375,570.9097065462754,160.99322799097067,424.9345372460497,452.72234762979684
2003-06-01,107.63555555555556,665.2044444444444,564.2844444444445,171.38222222222223,415.08444444444444,460.56888888888886
2003-07-01,102.82774049217002,689.2102908277404,570.5570469798657,144.2304250559284,560.1096196868009,530.4586129753915
2003-08-01,105.57932692307692,677.0072115384615,543.1225961538462,155.17548076923077,484.53125,475.1298076923077
2003-09-01,80.59510869565217,738.7798913043479,503.11141304347825,119.78532608695652,562.804347826087,444.9891304347826
2003-10-01,58.882697947214076,783.0,426.9208211143695,108.89442815249267,542.0439882697947,369.46041055718473
2003-11-01,58.886925795053,769.583038869258,354.60070671378094,106.16254416961131,377.64664310954066,254.35335689045937
2003-12-01,50.69534050179212,772.8602150537635,304.8673835125448,99.18279569892474,349.00716845878134,214.1290322580645
