Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2013-01-01,53.858108108108105,785.5371621621622,331.9493243243243,94.98648648648648,403.81756756756755,238.18243243243242
2013-02-01,69.3588850174216,803.7909407665505,424.58188153310107,111.68989547038328,441.68989547038325,309.9024390243902
2013-03-01,83.91232876712328,777.5972602739726,503.93698630136987,143.6986301369863,490.17534246575343,417.13424657534244
2013-04-01,108.19280205655527,724.9562982005141,563.1182519280205,182.8611825192802,369.146529562982,417.67609254498717
2013-05-01,107.69074492099323,684.234762979684,570.9029345372461,185.43566591422123,378.36794582392776,446.5056433408578
2013-06-01,102.1288888888889,678.7111111111111,564.8244444444445,149.35555555555555,507.02444444444444,502.24888888888887
2013-07-01,103.87668161434978,680.4282511210762,565.3094170403588,153.4798206278027,455.5470852017937,466.4865470852018
2013-08-01,100.91325301204819,683.2867469879518,540.8240963855421,151.76626506024095,453.09156626506024,445.7734939759036
2013-09-01,77.98637602179836,728.9373297002725,494.6021798365123,108.53678474114442,514.58310626703,402.8256130790191
2013-10-01,61.332352941176474,774.3882352941176,424.6941176470588,109.55588235294118,495.48823529411766,341.3970588235294
2013-11-01,54.8936170212766,792.145390070922,356.7588652482269,90.12765957446808,530.4219858156029,296.5177304964539
2013-12-01,51.37275985663082,777.3727598566309,307.01075268817203,92.93548387096774,459.0358422939068,251.62724014336916
