Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2017-01-01,54.00337837837838,759.4324324324324,324.5844594594595,94.91554054054055,360.43243243243245,230.38513513513513
2017-02-01,58.742160278745644,821.4947735191638,420.47386759581883,114.54006968641114,449.01742160278746,328.18118466898954
2017-03-01,75.48360655737704,781.1092896174863,494.5218579234973,132.0792349726776,384.19945355191254,347.0191256830601
2017-04-01,98.6426735218509,739.6812339331619,560.9974293059126,164.03598971722366,390.8457583547558,417.012853470437
2017-05-01,101.79458239277652,704.4266365688487,575.7404063205418,151.1331828442438,456.49887133182847,465.57562076749434
2017-06-01,97.66222222222223,688.0066666666667,567.5444444444445,134.20888888888888,521.4177777777778,504.40222222222224
2017-07-01,95.54708520179372,696.5515695067264,565.4730941704036,147.65470852017938,499.6547085201794,493.1165919282511
2017-08-01,108.36626506024096,668.8578313253012,540.7060240963856,142.7542168674699,503.44096385542167,472.7542168674699
2017-09-01,96.56130790190736,673.8365122615804,486.47956403269757,134.44141689373296,452.93188010899183,408.14713896457766
2017-10-01,61.86176470588235,772.4823529411765,423.6,85.25,534.2058823529412,335.68529411764706
2017-11-01,55.89007092198582,774.6312056737588,352.468085106383,87.7872340425532,449.0851063829787,262.709219858156
2017-12-01,53.27956989247312,767.3655913978495,306.20071684587816,88.50179211469533,424.6774193548387,233.66666666666666
