Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2019-01-01,55.62903225806452,732.5096774193548,315.06774193548387,105.48387096774194,378.93870967741935,236.94193548387096
2019-02-01,72.4407894736842,751.7203947368421,403.1480263157895,137.8059210526316,311.17105263157896,272.29605263157896
2019-03-01,78.94473684210526,747.7263157894737,480.12105263157895,128.2421052631579,365.3157894736842,325.5657894736842
2019-04-01,95.79197994987469,722.0401002506266,545.8796992481203,147.9749373433584,453.40852130325817,435.8646616541353
2019-05-01,99.82289416846652,666.5615550755939,547.0971922246221,135.46652267818575,355.1274298056156,374.12095032397406
2019-06-01,92.99111111111111,699.3622222222223,569.1577777777778,127.26,518.5911111111111,486.50444444444446
2019-07-01,86.4494623655914,682.8516129032258,545.894623655914,119.96344086021506,551.0215053763441,498.6688172043011
2019-08-01,95.92018779342723,665.4577464788732,525.8474178403756,129.23239436619718,455.3145539906103,430.2981220657277
2019-09-01,79.39487179487179,662.9076923076923,460.4307692307692,101.24615384615385,538.1589743589743,413.56410256410254
2019-10-01,64.546783625731,768.5058479532164,427.62573099415204,83.86549707602339,529.0292397660819,332.4093567251462
2019-11-01,55.68608414239482,703.453074433657,325.06472491909386,76.64077669902913,447.87702265372167,251.29773462783172
2019-12-01,50.22222222222222,774.8745519713261,305.60573476702507,79.83512544802868,455.741935483871,233.2831541218638
