Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2011-01-01,57.06440677966102,765.7084745762712,329.271186440678,93.13220338983051,406.7661016949153,240.56610169491526
2011-02-01,67.1958041958042,832.1468531468531,431.6958041958042,113.43006993006993,463.5,320.1048951048951
2011-03-01,88.41917808219178,747.972602739726,493.33698630136985,146.43835616438355,318.64383561643837,324.02465753424656
2011-04-01,110.41131105398458,715.719794344473,556.9203084832905,166.40359897172237,376.4730077120823,406.0616966580977
2011-05-01,109.30474040632055,687.4198645598194,574.1309255079007,170.62979683972912,389.6749435665914,440.64785553047403
2011-06-01,121.48,629.8666666666667,557.0955555555555,169.59555555555556,452.74444444444447,490.5288888888889
2011-07-01,101.53691275167785,674.4519015659955,560.6308724832214,148.8791946308725,491.0402684563758,495.4228187919463
2011-08-01,94.7764423076923,694.3149038461538,541.5961538461538,144.99519230769232,511.7379807692308,474.0817307692308
2011-09-01,80.9320652173913,732.5516304347826,500.9972826086956,112.67934782608695,508.88315217391306,400.0326086956522
2011-10-01,64.39117647058823,764.364705882353,425.38235294117646,94.84117647058824,536.4323529411764,352.78823529411767
2011-11-01,58.99293286219081,778.9681978798586,357.565371024735,99.12014134275618,462.47703180212017,284.4028268551237
2011-12-01,57.0,752.4014336917563,305.44086021505376,80.76344086021506,428.5340501792115,222.88888888888889
