Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2008-01-01,57.722033898305085,787.1966101694916,335.91525423728814,79.09491525423729,513.0101694915254,263.55254237288136
2008-02-01,66.49300699300699,812.8111888111888,422.83916083916085,119.76923076923077,444.34615384615387,320.65734265734267
2008-03-01,78.8224043715847,786.7076502732241,502.5655737704918,134.22677595628414,449.58469945355193,383.96448087431696
2008-04-01,113.86410256410257,712.6692307692308,562.9282051282051,151.85641025641024,425.95897435897433,420.2717948717949
2008-05-01,124.29345372460497,646.6681715575621,567.3363431151241,155.77200902934538,382.2370203160271,422.2392776523702
2008-06-01,100.32444444444444,685.0044444444444,569.6866666666666,139.0288888888889,520.7444444444444,505.47777777777776
2008-07-01,103.35650224215247,681.2982062780269,566.2466367713005,143.66816143497758,517.3811659192825,500.2466367713005
2008-08-01,113.23614457831326,652.467469879518,536.3301204819277,171.95180722891567,384.4506024096386,408.3614457831325
2008-09-01,85.76294277929155,712.8474114441417,494.7956403269755,119.26430517711172,501.9591280653951,407.2234332425068
2008-10-01,65.74705882352941,752.6705882352941,419.2647058823529,79.95,492.8235294117647,313.61470588235295
2008-11-01,55.88652482269504,776.9964539007092,352.7163120567376,104.59219858156028,421.48581560283685,269.3510638297872
2008-12-01,53.97849462365591,768.6093189964158,307.06451612903226,99.60573476702508,391.1362007168459,230.415770609319
