Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2006-01-01,50.40338983050847,776.728813559322,325.7559322033898,99.16949152542372,452.9186440677966,265.1457627118644
2006-02-01,64.13286713286713,824.7902097902098,427.03846153846155,131.6853146853147,467.54545454545456,347.7132867132867
2006-03-01,82.78356164383561,776.4657534246576,501.25479452054793,130.23835616438356,417.986301369863,361.08493150684933
2006-04-01,100.87403598971723,739.1156812339332,561.8766066838047,143.34190231362467,514.6272493573265,469.9254498714653
2006-05-01,103.80135440180587,698.0496613995485,575.4469525959368,163.36568848758466,447.5349887133183,472.6975169300226
2006-06-01,108.17111111111112,660.7444444444444,563.5511111111111,146.47333333333333,497.4222222222222,496.72
2006-07-01,104.0964125560538,678.9192825112108,565.1121076233184,154.52466367713004,477.5919282511211,490.085201793722
2006-08-01,93.68509615384616,700.0048076923077,544.4278846153846,152.65144230769232,450.61778846153845,445.9807692307692
2006-09-01,84.49591280653951,723.4577656675749,500.0490463215259,119.57765667574932,510.1798365122616,412.77384196185284
2006-10-01,66.76470588235294,756.464705882353,423.3382352941176,117.73529411764706,376.8764705882353,291.00882352941176
2006-11-01,53.843971631205676,791.7872340425532,356.8191489361702,117.28368794326241,388.209219858156,273.0177304964539
2006-12-01,53.18996415770609,750.1433691756272,301.42293906810033,89.57706093189964,341.34767025089604,209.47670250896059
