Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2015-01-01,49.76610169491526,786.9796610169492,327.64406779661016,90.51525423728813,478.67118644067796,265.8542372881356
2015-02-01,63.13286713286713,817.2342657342657,421.65734265734267,141.74125874125875,399.57342657342656,315.96853146853147
2015-03-01,68.03287671232877,815.2904109589041,501.6931506849315,120.27123287671233,585.0876712328767,442.758904109589
2015-04-01,103.20308483290488,728.758354755784,559.521850899743,182.56298200514138,390.6992287917738,433.82519280205656
2015-05-01,101.96162528216705,696.4875846501129,570.3205417607223,170.82618510158014,336.81264108352144,403.8735891647855
2015-06-01,93.35555555555555,690.7622222222222,563.0422222222222,156.29111111111112,459.6644444444444,469.5733333333333
2015-07-01,98.37443946188341,691.7735426008969,566.5627802690583,148.35201793721973,500.4170403587444,496.13004484304935
2015-08-01,108.4110576923077,666.6538461538462,539.6490384615385,143.82932692307693,509.5480769230769,478.05288461538464
2015-09-01,81.3586956521739,711.820652173913,490.2282608695652,133.6983695652174,457.1902173913044,399.23641304347825
2015-10-01,65.40588235294118,750.25,418.77647058823527,105.8970588235294,475.41470588235296,333.22352941176473
2015-11-01,56.8339222614841,778.5406360424029,355.4840989399293,79.24028268551237,489.2685512367491,265.70318021201416
2015-12-01,52.229390681003586,766.6308243727599,304.98566308243727,94.43727598566308,368.61290322580646,218.3584229390681
