Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2018-01-01,52.62258064516129,735.4483870967742,313.31290322580645,93.5741935483871,386.40645161290325,232.66451612903225
2018-02-01,63.4655737704918,764.7737704918032,400.1704918032787,108.91475409836066,397.9377049180328,289.48196721311473
2018-03-01,72.48947368421052,763.7605263157894,481.35526315789474,111.72631578947369,461.06052631578945,355.43947368421055
2018-04-01,110.84210526315789,691.8045112781955,545.8696741854636,138.06015037593986,415.9498746867168,406.49122807017545
2018-05-01,105.92207792207792,642.2792207792207,538.952380952381,146.67099567099567,366.3787878787879,393.81601731601734
2018-06-01,104.26222222222222,666.3866666666667,561.3977777777778,133.70888888888888,508.6022222222222,491.87333333333333
2018-07-01,97.69181034482759,658.6961206896551,543.7068965517242,125.62068965517241,513.1120689655172,474.33620689655174
2018-08-01,117.05633802816901,618.5680751173709,520.1525821596244,137.45305164319248,447.55164319248826,432.5492957746479
2018-09-01,76.77692307692308,674.525641025641,463.8692307692308,102.11538461538461,452.9307692307692,357.57948717948716
2018-10-01,61.03216374269006,759.7514619883041,419.140350877193,91.22222222222223,421.87426900584796,284.92397660818716
2018-11-01,55.60322580645161,704.416129032258,324.5290322580645,87.78387096774193,410.5,246.63870967741934
2018-12-01,56.770609318996414,764.6308243727599,308.75985663082434,84.00358422939068,416.93548387096774,221.88172043010752
