Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2012-01-01,50.172881355932205,783.0847457627119,326.7322033898305,98.54915254237288,458.85084745762714,268.8
2012-02-01,73.3951048951049,794.1958041958042,423.26573426573424,104.92307692307692,387.3706293706294,280.8251748251748
2012-03-01,75.98907103825137,784.6284153005464,497.7568306010929,136.8415300546448,499.09289617486337,409.2950819672131
2012-04-01,111.08205128205128,703.0769230769231,552.751282051282,157.77179487179487,408.4846153846154,418.0948717948718
2012-05-01,108.06094808126412,692.3250564334086,574.8306997742663,156.40180586907448,520.6659142212189,514.0225733634312
2012-06-01,108.52666666666667,666.3333333333334,565.5644444444445,144.56222222222223,528.6844444444445,512.4022222222222
2012-07-01,98.75112107623319,697.6883408071749,569.322869955157,118.66816143497758,610.9887892376681,539.5089686098655
2012-08-01,108.87951807228916,674.5614457831325,543.8048192771084,141.43855421686746,527.9277108433735,484.8289156626506
2012-09-01,92.01362397820164,705.7874659400545,495.9618528610354,128.64305177111717,542.6239782016348,444.0599455040872
2012-10-01,62.59117647058824,773.8823529411765,424.8411764705882,105.7235294117647,499.6470588235294,343.40588235294115
2012-11-01,53.804964539007095,789.8439716312057,354.709219858156,104.63475177304964,501.677304964539,307.36170212765956
2012-12-01,55.08960573476703,761.5985663082437,306.47670250896056,94.25448028673836,371.13978494623655,220.71326164874552
