Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2005-01-01,59.4222972972973,741.3277027027027,324.27702702702703,95.35810810810811,277.2533783783784,192.65878378378378
2005-02-01,65.31010452961672,806.0766550522648,420.9268292682927,106.62717770034843,421.6376306620209,296.2229965156794
2005-03-01,74.41643835616438,793.2712328767124,500.54794520547944,148.0849315068493,376.6931506849315,353.52054794520546
2005-04-01,108.7866323907455,717.7480719794345,559.7352185089974,172.08740359897172,409.7120822622108,426.46272493573264
2005-05-01,104.24153498871331,698.4424379232505,574.1241534988714,163.99097065462755,455.0880361173815,476.7923250564334
2005-06-01,107.06,665.1044444444444,562.7622222222222,145.32,497.08,488.5933333333333
2005-07-01,98.97309417040358,697.2914798206278,570.9686098654709,131.03811659192826,561.993273542601,515.8497757847533
2005-08-01,95.26746987951807,701.1349397590361,545.633734939759,149.95421686746988,462.5421686746988,446.05542168674697
2005-09-01,85.77929155313352,708.0817438692098,493.40054495912807,120.34877384196186,558.2016348773842,447.97275204359676
2005-10-01,61.94705882352941,769.7735294117647,422.8,102.09411764705882,525.5764705882353,352.0911764705882
2005-11-01,53.794326241134755,790.968085106383,355.43617021276594,105.7872340425532,439.1595744680851,276.9255319148936
2005-12-01,55.59498207885304,766.7204301075269,308.1362007168459,92.99283154121864,338.2939068100358,204.9390681003584
