Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2022-01-01,47.851612903225806,753.7064516129033,314.02258064516127,82.90322580645162,405.00967741935483,234.61290322580646
2022-02-01,54.01315789473684,794.6875,401.7796052631579,95.08223684210526,554.7730263157895,343.9243421052632
2022-03-01,75.60892388451444,753.2703412073491,479.50656167979,116.5275590551181,428.2703412073491,356.1916010498688
2022-04-01,100.68922305764411,717.0802005012531,549.624060150376,152.5012531328321,481.9423558897243,463.62907268170426
2022-05-01,113.3961038961039,636.3095238095239,544.5194805194806,146.38095238095238,363.2857142857143,399.8030303030303
2022-06-01,106.73777777777778,658.1555555555556,561.9755555555555,148.7422222222222,466.71555555555557,482.6488888888889
2022-07-01,91.05387931034483,670.5797413793103,544.5969827586207,123.61637931034483,499.70043103448273,466.7823275862069
2022-08-01,82.59389671361502,709.2887323943662,535.8262910798122,106.4906103286385,591.2863849765258,487.47417840375584
2022-09-01,82.03341902313625,668.4473007712082,465.9974293059126,93.17737789203085,543.0231362467866,406.80976863753216
2022-10-01,60.79008746355685,765.603498542274,421.13702623906704,89.2798833819242,575.2594752186588,362.7230320699708
2022-11-01,49.33441558441559,734.9512987012987,328.3733766233766,79.52272727272727,491.7564935064935,273.3636363636364
2022-12-01,48.77777777777778,777.8172043010753,304.8853046594982,78.18279569892474,410.44086021505376,214.69892473118279
