Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2014-01-01,52.21694915254237,781.9322033898305,329.271186440678,98.90508474576271,412.6576271186441,252.31525423728814
2014-02-01,69.7132867132867,818.548951048951,430.55594405594405,112.83566433566433,399.6958041958042,294.4020979020979
2014-03-01,75.84109589041095,806.0383561643836,506.0493150684932,147.02739726027397,472.2630136986301,402.84657534246577
2014-04-01,102.8560411311054,735.0694087403599,562.9228791773779,173.560411311054,376.17480719794344,418.02313624678663
2014-05-01,105.70428893905192,696.2212189616253,573.0925507900678,178.44243792325057,427.11512415349887,466.0654627539503
2014-06-01,95.46444444444444,694.0688888888889,568.6511111111112,155.5088888888889,446.1022222222222,469.62
2014-07-01,93.79372197309416,711.2825112107623,573.0470852017937,134.2443946188341,541.4529147982063,510.4506726457399
2014-08-01,87.07951807228916,717.9614457831325,546.3036144578314,133.93734939759037,527.6313253012048,483.51807228915663
2014-09-01,76.31880108991825,738.5122615803815,497.9482288828338,116.89100817438693,520.6839237057221,413.9591280653951
2014-10-01,58.60588235294118,783.8176470588236,425.2676470588235,100.15,573.1235294117647,369.4764705882353
2014-11-01,53.801418439716315,800.0248226950355,359.3723404255319,108.22695035460993,455.36879432624113,287.65248226950354
2014-12-01,58.88530465949821,737.8888888888889,302.98566308243727,93.90322580645162,285.44802867383515,184.7168458781362
