Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2023-01-01,56.95779220779221,721.2077922077922,313.87987012987014,87.75,321.1136363636364,205.0422077922078
2023-02-01,59.24918032786885,786.1180327868852,402.41639344262296,85.51147540983607,531.0786885245901,320.655737704918
2023-03-01,70.44854881266491,779.4564643799472,486.0316622691293,126.07915567282322,393.3641160949868,341.0712401055409
2023-04-01,86.18,760.4125,555.8975,136.91,556.9975,481.9475
2023-05-01,112.65151515151516,632.6406926406927,538.8831168831168,168.69264069264068,354.5151515151515,412.3333333333333
2023-06-01,110.69555555555556,655.72,560.7822222222222,164.17777777777778,432.35777777777776,463.47333333333336
2023-07-01,92.38279569892472,668.5419354838709,544.0817204301076,130.24301075268818,469.1182795698925,448.40860215053766
2023-08-01,89.48826291079813,692.4460093896714,532.8920187793427,118.9906103286385,555.8826291079812,478.8380281690141
2023-09-01,76.55384615384615,687.5871794871795,469.72564102564104,99.81025641025641,536.6461538461539,407.73333333333335
2023-10-01,57.43895348837209,768.1860465116279,418.9825581395349,88.78779069767442,496.07848837209303,321.4767441860465
2023-11-01,51.0,714.7935483870967,323.64193548387095,76.59677419354838,470.5774193548387,255.84193548387097
2023-12-01,52.422939068100355,746.8637992831541,299.73118279569894,80.17562724014337,301.31182795698925,178.7347670250896
