Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2004-01-01,56.14237288135593,763.3898305084746,326.8677966101695,97.13559322033899,401.48474576271184,239.79322033898305
2004-02-01,72.74825174825175,800.5769230769231,424.8006993006993,128.82167832167832,379.86713286713285,299.17832167832165
2004-03-01,75.62021857923497,781.2349726775956,496.1748633879781,131.22677595628414,490.4781420765027,405.1475409836066
2004-04-01,110.91025641025641,709.3564102564103,558.6666666666666,157.37435897435898,419.9923076923077,426.9948717948718
2004-05-01,104.74943566591422,693.4063205417607,572.8690744920993,171.94356659142213,425.36794582392776,466.93227990970655
2004-06-01,103.57333333333334,673.5822222222222,565.9044444444445,165.78222222222223,410.5622222222222,450.5288888888889
2004-07-01,97.29820627802691,695.5336322869955,568.1838565022422,140.11434977578475,479.890134529148,474.0986547085202
2004-08-01,89.08674698795181,725.0602409638554,552.3542168674699,150.4120481927711,528.4240963855422,488.71084337349396
2004-09-01,82.23433242506812,722.4986376021799,496.0653950953678,110.19346049046321,550.6376021798366,432.5422343324251
2004-10-01,62.46176470588235,762.5441176470588,419.93823529411765,113.43823529411765,427.3735294117647,316.23823529411766
2004-11-01,57.833333333333336,768.6205673758865,352.1276595744681,97.55673758865248,370.83687943262413,244.59574468085106
2004-12-01,48.8494623655914,781.5698924731183,305.4731182795699,95.73476702508961,462.2974910394265,250.42652329749103
