Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
1999-01-01,56.30847457627119,746.2101694915254,321.81694915254235,107.69152542372882,323.6745762711864,222.40677966101694
1999-02-01,58.52097902097902,825.56993006993,419.85664335664336,109.1993006993007,519.5174825174826,347.65034965034965
1999-03-01,82.5095890410959,773.6520547945205,499.4082191780822,135.16712328767125,465.45753424657534,393.786301369863
1999-04-01,99.34190231362467,744.0951156812339,561.4113110539846,167.64781491002572,378.95629820051414,396.61439588688944
1999-05-01,94.7607223476298,726.3363431151241,578.8848758465011,172.91873589164786,421.4808126410835,454.16027088036117
1999-06-01,93.80222222222223,701.3488888888888,569.9955555555556,163.5688888888889,421.1688888888889,451.1311111111111
1999-07-01,84.97986577181209,725.9418344519015,572.317673378076,128.71140939597316,565.5391498881431,518.0917225950783
1999-08-01,88.39182692307692,718.3605769230769,548.3052884615385,124.5673076923077,557.9206730769231,484.87259615384613
1999-09-01,80.4375,740.3994565217391,503.875,125.10597826086956,535.2989130434783,430.9945652173913
1999-10-01,59.35588235294118,794.1558823529411,431.99411764705883,88.99117647058823,630.5882352941177,393.00882352941176
1999-11-01,50.69257950530035,804.6819787985866,358.59010600706716,94.03886925795052,532.3286219081272,306.0247349823322
1999-12-01,47.354838709677416,779.6559139784946,303.30824372759855,92.27956989247312,424.10752688172045,236.3548387096774
