Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2020-01-01,52.55161290322581,723.5612903225806,308.81612903225806,86.8258064516129,425.3354838709677,237.97096774193548
2020-02-01,61.079470198675494,776.7980132450331,400.79801324503313,109.46026490066225,400.0298013245033,286.6291390728477
2020-03-01,72.09448818897638,756.2362204724409,479.38320209973756,113.55380577427822,368.2020997375328,312.78740157480314
2020-04-01,97.18204488778055,722.0049875311721,548.4763092269327,137.4413965087282,507.6009975062344,457.79800498753116
2020-05-01,102.33982683982684,662.3722943722944,547.4545454545455,146.2207792207792,379.7121212121212,403.0194805194805
2020-06-01,95.46666666666667,692.5844444444444,566.9177777777778,119.27555555555556,547.5533333333333,500.5577777777778
2020-07-01,90.71428571428571,675.443722943723,546.6233766233767,123.72294372294373,522.8593073593073,483.4177489177489
2020-08-01,103.47183098591549,652.7347417840375,525.443661971831,122.16431924882629,545.556338028169,483.63380281690144
2020-09-01,114.00257069408741,580.2699228791773,450.89203084832906,120.16709511568124,487.0025706940874,401.5784061696658
2020-10-01,75.29154518950438,709.6851311953353,412.6909620991254,100.05830903790087,460.2769679300292,323.8046647230321
2020-11-01,50.960912052117266,725.9934853420195,326.11074918566777,61.416938110749186,554.14332247557,270.33224755700326
2020-12-01,55.025,755.5392857142857,304.0107142857143,85.38214285714285,461.5571428571429,237.74642857142857
