Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,623099,-,-,-,40.01,-99.74,-6,705,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2000,1,1,0,30,0,0,0,0,0,0
2000,1,1,1,30,0,0,0,0,0,0
2000,1,1,2,30,0,0,0,0,0,0
2000,1,1,3,30,0,0,0,0,0,0
2000,1,1,4,30,0,0,0,0,0,0
2000,1,1,5,30,0,0,0,0,0,0
2000,1,1,6,30,0,0,0,0,0,0
2000,1,1,7,30,0,0,0,0,0,0
2000,1,1,8,30,21,452,53,32,5,32
2000,1,1,9,30,40,748,205,34,0,34
2000,1,1,10,30,49,863,343,174,51,192
2000,1,1,11,30,54,918,438,225,95,265
2000,1,1,12,30,55,937,480,216,48,238
2000,1,1,13,30,54,929,462,54,929,462
2000,1,1,14,30,50,894,388,156,434,321
2000,1,1,15,30,42,812,265,116,366,216
2000,1,1,16,30,29,622,113,29,622,113
2000,1,1,17,30,0,0,0,0,0,0
2000,1,1,18,30,0,0,0,0,0,0
2000,1,1,19,30,0,0,0,0,0,0
2000,1,1,20,30,0,0,0,0,0,0
2000,1,1,21,30,0,0,0,0,0,0
2000,1,1,22,30,0,0,0,0,0,0
2000,1,1,23,30,0,0,0,0,0,0
2000,1,2,0,30,0,0,0,0,0,0
2000,1,2,1,30,0,0,0,0,0,0
2000,1,2,2,30,0,0,0,0,0,0
2000,1,2,3,30,0,0,0,0,0,0
2000,1,2,4,30,0,0,0,0,0,0
2000,1,2,5,30,0,0,0,0,0,0
2000,1,2,6,30,0,0,0,0,0,0
2000,1,2,7,30,0,0,0,0,0,0
2000,1,2,8,30,21,454,53,21,454,53
2000,1,2,9,30,41,748,206,41,748,206
2000,1,2,10,30,52,862,345,206,106,242
2000,1,2,11,30,58,913,441,58,913,441
2000,1,2,12,30,59,933,484,59,933,484
2000,1,2,13,30,58,927,467,58,927,467
2000,1,2,14,30,56,887,393,56,887,393
2000,1,2,15,30,49,794,269,49,794,269
2000,1,2,16,30,34,589,116,34,589,116
2000,1,2,17,30,0,0,0,0,0,0
2000,1,2,18,30,0,0,0,0,0,0
2000,1,2,19,30,0,0,0,0,0,0
2000,1,2,20,30,0,0,0,0,0,0
2000,1,2,21,30,0,0,0,0,0,0
2000,1,2,22,30,0,0,0,0,0,0
2000,1,2,23,30,0,0,0,0,0,0
2000,1,3,0,30,0,0,0,0,0,0
2000,1,3,1,30,0,0,0,0,0,0
2000,1,3,2,30,0,0,0,0,0,0
2000,1,3,3,30,0,0,0,0,0,0
2000,1,3,4,30,0,0,0,0,0,0
2000,1,3,5,30,0,0,0,0,0,0
2000,1,3,6,30,0,0,0,0,0,0
2000,1,3,7,30,0,0,0,0,0,0
2000,1,3,8,30,30,179,43,22,0,22
2000,1,3,9,30,80,451,180,15,0,15
2000,1,3,10,30,115,577,311,12,0,12
2000,1,3,11,30,127,665,407,38,0,38
2000,1,3,12,30,130,701,450,106,0,106
2000,1,3,13,30,124,704,435,134,0,134
2000,1,3,14,30,111,672,367,211,179,279
2000,1,3,15,30,92,557,247,145,39,156
2000,1,3,16,30,55,335,102,55,335,102
2000,1,3,17,30,0,0,0,0,0,0
2000,1,3,18,30,0,0,0,0,0,0
2000,1,3,19,30,0,0,0,0,0,0
2000,1,3,20,30,0,0,0,0,0,0
2000,1,3,21,30,0,0,0,0,0,0
2000,1,3,22,30,0,0,0,0,0,0
2000,1,3,23,30,0,0,0,0,0,0
2000,1,4,0,30,0,0,0,0,0,0
2000,1,4,1,30,0,0,0,0,0,0
2000,1,4,2,30,0,0,0,0,0,0
2000,1,4,3,30,0,0,0,0,0,0
2000,1,4,4,30,0,0,0,0,0,0
2000,1,4,5,30,0,0,0,0,0,0
2000,1,4,6,30,0,0,0,0,0,0
2000,1,4,7,30,0,0,0,0,0,0
2000,1,4,8,30,20,481,54,18,0,18
2000,1,4,9,30,38,780,211,89,2,90
2000,1,4,10,30,46,896,352,209,113,248
2000,1,4,11,30,49,941,446,49,941,446
2000,1,4,12,30,49,963,489,49,963,489
2000,1,4,13,30,47,950,469,47,950,469
2000,1,4,14,30,43,917,395,43,917,395
2000,1,4,15,30,37,832,271,37,832,271
2000,1,4,16,30,26,652,120,26,652,120
2000,1,4,17,30,0,0,0,0,0,0
2000,1,4,18,30,0,0,0,0,0,0
2000,1,4,19,30,0,0,0,0,0,0
2000,1,4,20,30,0,0,0,0,0,0
2000,1,4,21,30,0,0,0,0,0,0
2000,1,4,22,30,0,0,0,0,0,0
2000,1,4,23,30,0,0,0,0,0,0
2000,1,5,0,30,0,0,0,0,0,0
2000,1,5,1,30,0,0,0,0,0,0
2000,1,5,2,30,0,0,0,0,0,0
2000,1,5,3,30,0,0,0,0,0,0
2000,1,5,4,30,0,0,0,0,0,0
2000,1,5,5,30,0,0,0,0,0,0
2000,1,5,6,30,0,0,0,0,0,0
2000,1,5,7,30,0,0,0,0,0,0
2000,1,5,8,30,21,421,51,24,1,24
2000,1,5,9,30,41,724,202,102,4,103
2000,1,5,10,30,49,853,341,170,131,215
2000,1,5,11,30,52,910,438,252,81,287
2000,1,5,12,30,52,937,482,230,209,326
2000,1,5,13,30,49,939,468,222,235,327
2000,1,5,14,30,45,906,395,100,0,100
2000,1,5,15,30,40,833,276,40,833,276
2000,1,5,16,30,29,651,124,29,651,124
2000,1,5,17,30,0,0,0,0,0,0
2000,1,5,18,30,0,0,0,0,0,0
2000,1,5,19,30,0,0,0,0,0,0
2000,1,5,20,30,0,0,0,0,0,0
2000,1,5,21,30,0,0,0,0,0,0
2000,1,5,22,30,0,0,0,0,0,0
2000,1,5,23,30,0,0,0,0,0,0
2000,1,6,0,30,0,0,0,0,0,0
2000,1,6,1,30,0,0,0,0,0,0
2000,1,6,2,30,0,0,0,0,0,0
2000,1,6,3,30,0,0,0,0,0,0
2000,1,6,4,30,0,0,0,0,0,0
2000,1,6,5,30,0,0,0,0,0,0
2000,1,6,6,30,0,0,0,0,0,0
2000,1,6,7,30,0,0,0,0,0,0
2000,1,6,8,30,20,486,54,20,486,54
2000,1,6,9,30,37,777,210,123,16,126
2000,1,6,10,30,46,891,352,208,107,245
2000,1,6,11,30,50,943,451,50,943,451
2000,1,6,12,30,52,962,495,52,962,495
2000,1,6,13,30,50,957,479,50,957,479
2000,1,6,14,30,47,933,410,47,933,410
